City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
464,alotau,-10.3069,150.4462,22.87,96,100,1.6,PG,1723060002
465,defuniak springs,30.721,-86.1152,36.76,46,40,3.6,US,1723060003
466,conception bay south,47.4999,-52.9981,21.69,66,100,5.08,CA,1723060004
467,lourdes,43.1,-0.05,21.71,83,100,1.03,FR,1723060005
468,bamboo flat,11.7,92.7167,26.05,94,75,0.51,IN,1723060006
469,selfoss,63.9331,-20.9971,11.66,86,80,3.71,IS,1723060007
470,isla mujeres,21.2311,-86.731,30.09,78,95,3.61,MX,1723060008
471,tianchang,37.9981,114.0156,22.3,86,69,1.79,CN,1723060010
472,ust-tsilma,65.441,52.1498,11.42,71,1,1.91,RU,1723060011
473,vakarai,55.6035,23.8213,19.29,88,1,1.86,LT,1723060012
474,pierre,44.3683,-100.351,28.51,54,40,7.72,US,1723060013
475,bhilwara,25.35,74.6333,25.07,83,96,3.71,IN,1723060014
476,beja,36.7256,9.1817,32.36,47,0,2.65,TN,1723060015
477,huntington,38.4193,-82.4452,36.3,52,0,3.6,US,1723059817
478,trogir,43.5125,16.2517,28.22,69,0,0.51,HR,1723060017
479,berbera,10.4396,45.0143,30.47,67,4,3.39,SO,1723060018
480,jinchang,38.4953,102.1739,22.07,69,98,2.52,CN,1723060020
481,toliara,-23.35,43.6667,22.18,67,0,5.17,MG,1723060021
482,zossen,52.2167,13.45,24.03,79,0,1.03,DE,1723060022
483,xiaoshi,41.2971,124.1209,22.26,96,100,1.24,CN,1723060023
484,touros,-5.1989,-35.4608,25.27,76,7,7.48,BR,1723060024
485,dzhambeyty,50.2536,52.595,21.95,78,45,2.21,KZ,1723060025
486,pangkalanbuun,-2.6833,111.6167,22.63,99,61,0.7,ID,1723060026
487,moapa valley,36.5805,-114.4703,40.21,22,26,5.44,US,1723059854
488,clearwater,27.9659,-82.8001,33.39,79,75,7.2,US,1723060020
489,krasnokuts'k,50.066,35.1628,16.97,81,32,3.12,UA,1723060030
490,monticello,45.3055,-93.7941,23.89,70,40,2.57,US,1723060031
491,howard springs,-12.497,131.047,21.95,91,5,2.26,AU,1723060032
492,port lincoln,-34.7333,135.8667,13.79,56,100,10.1,AU,1723059836
493,narvik,68.4384,17.4272,23.67,55,0,3.86,NO,1723059810
494,kiunga,-6.1219,141.2906,22.58,98,93,1.7,PG,1723060036
495,deschutes river woods,43.9915,-121.3584,29.33,19,0,2.57,US,1723060039
496,bloemfontein,-29.1211,26.214,7.71,46,45,1.03,ZA,1723060040
497,broome,42.2506,-75.833,23.12,75,100,3.09,US,1723060041
498,peace river,56.2501,-117.286,23.17,56,0,1.54,CA,1723060042
499,kodinsk,58.6881,99.1844,15.33,99,99,0.94,RU,1723060043
500,chipata,-13.6333,32.65,17.96,40,2,2.04,ZM,1723060044
501,sanandaj,35.3144,46.9923,26.01,19,0,0.0,IR,1723060046
502,chilecito,-29.1619,-67.4974,9.76,38,29,8.04,AR,1723059791
503,tikrit,34.6071,43.6782,36.24,19,0,6.07,IQ,1723060048
504,clemencia,10.5665,-75.325,29.65,75,100,3.8,CO,1723060049
505,pitkyaranta,61.5734,31.4792,16.81,71,97,2.38,RU,1723060050
506,mahanoro,-19.9,48.8,18.97,90,22,2.12,MG,1723060051
507,dingzhou,38.5131,114.9956,23.06,77,0,1.5,CN,1723060052
508,pont rouge,48.8833,-72.0825,20.06,48,94,5.62,CA,1723060053
509,nizhneudinsk,54.9076,99.0276,13.57,93,76,1.65,RU,1723060056
510,palikir - national government center,6.9248,158.1611,23.41,94,20,1.54,FM,1723060057
511,upington,-28.4478,21.2561,16.21,29,0,4.12,ZA,1723060059
512,barras,-4.2444,-42.2944,36.75,19,24,2.33,BR,1723060060
513,mar del plata,-38.0023,-57.5575,10.01,97,100,6.17,AR,1723059978
514,puerto colombia,10.9878,-74.9547,32.05,67,100,4.1,CO,1723060062
515,labrador city,52.9463,-66.9114,11.95,71,100,5.14,CA,1723060063
516,luanda,-8.8368,13.2343,19.99,88,59,4.49,AO,1723059971
517,puerto rico,-26.796,-55.024,16.35,98,100,1.3,AR,1723060036
518,pimentel,-6.8367,-79.9342,22.16,60,20,7.2,PE,1723060067
519,poso,-1.3959,120.7524,24.72,78,100,2.58,ID,1723060068
520,riosucio,5.4216,-75.7032,21.47,82,100,0.22,CO,1723060069
521,bath,51.3779,-2.3591,17.97,79,88,5.0,GB,1723060070
522,sandnessjoen,66.0217,12.6316,20.23,64,0,2.06,NO,1723060071
523,lorengau,-2.0226,147.2712,27.53,80,15,4.49,PG,1723060072
524,yigo village,13.5361,144.8886,27.16,88,0,0.0,GU,1723060075
525,otradnaya,44.3933,41.5206,19.03,66,45,2.75,RU,1723060076
526,heyuan,23.7333,114.6833,26.51,90,77,1.19,CN,1723060077
527,kushiro,42.975,144.3747,22.53,100,75,1.03,JP,1723060078
528,guarapari,-20.6667,-40.4975,24.94,77,0,7.09,BR,1723060079
529,praia da vitoria,38.7333,-27.0667,25.14,65,20,2.87,PT,1723060080
530,nahiyat al fuhud,30.9697,46.7228,39.0,15,4,5.73,IQ,1723060081
531,qarqaraly,49.4058,75.4742,20.0,56,88,1.96,KZ,1723060082
532,saint-mandrier-sur-mer,43.078,5.929,28.02,81,0,4.63,FR,1723060084
533,bichura,50.5881,107.6022,14.13,88,68,0.56,RU,1723060085
534,kunduz,36.75,68.75,29.85,16,0,1.1,AF,1723060086
535,botou,38.0667,116.5667,23.62,82,0,1.88,CN,1723060087
536,bu'aale,1.0833,42.5833,23.64,84,97,4.12,SO,1723060088
537,ingeniero guillermo n. juarez,-23.9,-61.85,16.13,59,87,5.85,AR,1723060089
538,inhambane,-23.865,35.3833,19.57,83,0,2.8,MZ,1723060090
539,namibe,-15.1961,12.1522,16.24,86,45,5.28,AO,1723060092
540,manacapuru,-3.2997,-60.6206,34.08,35,5,0.32,BR,1723060093
541,carutapera,-1.195,-46.02,28.3,72,12,4.99,BR,1723060094
542,mahavelona,-17.6848,49.5087,19.99,81,15,2.21,MG,1723060095
543,kourou,5.1552,-52.6478,30.03,71,59,4.08,GF,1723059830
544,bargaal,11.2864,51.0773,27.67,73,7,5.08,SO,1723060097
545,buala,-8.145,159.5921,26.0,85,100,3.48,SB,1723060098
546,magadan,59.5667,150.8,11.54,88,11,0.98,RU,1723060099
547,arraial do cabo,-22.9661,-42.0278,27.98,61,0,6.17,BR,1723060101
548,rabo de peixe,37.8,-25.5833,23.73,78,40,4.63,PT,1723060102
549,anshun,26.25,105.9333,19.25,95,8,3.5,CN,1723060104
550,ambon,-3.6954,128.1814,26.08,89,40,3.09,ID,1723060105
551,okha,53.5739,142.9478,12.34,90,95,2.84,RU,1723059988
552,bel ombre,-4.6167,55.4167,25.91,89,40,4.12,SC,1723060061
553,la passe,45.5549,-0.8967,21.13,70,99,4.69,FR,1723060055
554,lasem,-6.6922,111.4527,24.25,86,0,3.49,ID,1723060110
555,nova vicosa,-17.8919,-39.3719,23.97,65,35,3.18,BR,1723060111
556,daru,-9.0763,143.2092,24.23,85,98,6.65,PG,1723060112
557,prince rupert,54.3161,-130.3201,13.83,100,100,1.54,CA,1723060113
558,al bab,36.3699,37.5179,26.59,53,0,7.08,SY,1723060114
559,bayanhongor,46.7167,100.1167,13.17,53,100,4.88,MN,1723060115
560,kapuskasing,49.4169,-82.4331,22.05,46,100,4.63,CA,1723060116
561,lata,40.1629,-8.3327,16.89,82,0,1.64,PT,1723060117
562,sarpol-e zahab,34.4611,45.8626,31.98,17,0,1.47,IR,1723060118
563,arrifes,37.7667,-25.7,23.14,78,40,4.63,PT,1723060120
564,grossenluder,50.5925,9.5423,20.39,95,0,2.25,DE,1723060121
565,veinticinco de mayo,-35.4323,-60.1727,11.1,70,60,4.92,AR,1723060122
566,sarina,-21.4333,149.2167,18.48,1,80,3.93,AU,1723060123
567,teshi old town,5.5836,-0.1072,25.31,88,75,7.2,GH,1723060124
568,kismayo,-0.3582,42.5454,24.87,81,100,7.18,SO,1723060125
569,kerikeri,-35.2268,173.9474,10.13,86,57,1.68,NZ,1723060126
570,tahara,34.6667,137.2667,26.97,50,0,0.67,JP,1723060127
571,at taj,24.2049,23.2857,33.21,19,6,6.87,LY,1723060129
572,sirte,31.2089,16.5887,28.56,70,2,7.97,LY,1723060130
573,iskateley,67.6803,53.1512,5.93,89,10,3.22,RU,1723060131
574,sao luis de montes belos,-16.525,-50.3722,30.93,21,4,0.76,BR,1723060132
575,moncao,42.0789,-8.4808,25.5,67,0,1.31,PT,1723060133
576,vila velha,-20.3297,-40.2925,25.97,76,0,7.72,BR,1723059979
577,tubarjal,30.4999,38.216,31.0,15,0,4.73,SA,1723060135
578,thal,35.4791,72.2439,15.65,94,55,0.79,PK,1723060136
579,amalapuram,16.5833,82.0167,23.98,96,100,1.84,IN,1723060137
580,warrnambool,-38.3833,142.4833,10.85,65,100,7.29,AU,1723060139
581,amga,60.8953,131.9608,7.84,93,0,1.04,RU,1723060140
582,mana,5.6592,-53.7767,28.72,71,53,4.09,GF,1723060141
583,birao,10.2849,22.7882,22.76,94,100,2.12,CF,1723060142
584,sungai penuh,-2.0833,101.3833,18.3,94,100,2.16,ID,1723060143
